Timestamp,PodStatus,Energy_Drift,Coherence,ESV_Valid_Ratio,Lineage_Epsilon,Quarantined,Governor_Delta,Shard_Count,Replay_Variance,Status
2025-11-18 21:02:29,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:03:31,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:04:32,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:05:33,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:06:34,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:07:36,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:08:37,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:09:39,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:10:41,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:11:42,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:12:43,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:13:44,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:14:45,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:15:47,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:16:48,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:17:49,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:18:51,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:19:52,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:20:54,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:21:55,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:22:57,True,0,1,1,0,False,0,0,0,DEGRADED
